Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Sales,Rating
Low Fat,DRK35,Hard Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.13,,36.25,4
Low Fat,NCV42,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03,6.26,110.22,4
Regular,FDL25,Breakfast,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.13,6.92,91.88,4
Low Fat,FDE34,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.11,9.20,182.76,4
Low Fat,NCK19,Others,2014,OUT013,Tier 3,High,Supermarket Type1,0.09,9.80,192.15,4
Low Fat,FDO44,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.09,,109.22,4
Low Fat,NCF31,Household,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.05,9.13,152.30,4
Low Fat,FDV58,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.12,20.85,193.95,4
Low Fat,FDN27,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.00,20.85,115.18,4
Low Fat,FDZ52,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.10,19.20,112.99,4
Low Fat,FDR58,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.04,6.68,90.75,4
LF,FDC11,Starchy Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.14,,87.92,4
Low Fat,FDL22,Snack Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.04,16.85,90.75,4
Low Fat,FDC35,Starchy Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.12,7.44,206.96,4
Regular,FDX33,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.12,9.20,160.56,4
Regular,FDC40,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.07,16.00,79.60,4
LF,FDP24,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.08,20.60,120.18,4
Low Fat,NCQ42,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.04,20.35,127.97,4
Low Fat,FDY59,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.00,8.20,93.15,4
Low Fat,FDU14,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.03,17.75,248.68,4
Regular,FDT32,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.07,19.00,188.72,4
Low Fat,FDX09,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.06,,174.84,4
Low Fat,DRI37,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.11,,58.79,4
Low Fat,FDL20,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.13,17.10,112.39,4
Regular,FDE05,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.00,,145.21,4
Low Fat,FDE58,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.05,18.50,118.41,4
Regular,FDZ26,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.14,11.60,238.32,4
Low Fat,FDL34,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.04,16.00,142.35,4
Low Fat,DRG39,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.04,14.15,51.70,4
Low Fat,DRF01,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.18,5.66,147.41,4
Regular,FDR20,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.03,20.00,46.27,4
Low Fat,FDY07,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.00,11.80,46.54,4
Regular,FDD38,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.01,16.75,102.87,4
Low Fat,FDD03,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.08,13.30,234.03,4
Low Fat,NCL18,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.17,18.85,194.61,4
Low Fat,FDD29,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02,12.15,253.17,4
Low Fat,FDU11,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.09,4.79,120.11,4
Regular,FDL02,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.10,20.00,105.36,4
Regular,FDO51,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.04,,43.41,4
Regular,FDT01,Canned,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.19,13.65,212.99,4
Low Fat,FDJ08,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.11,11.10,189.28,4
Low Fat,FDU32,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.00,8.79,123.04,4
Regular,FDG09,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.05,20.60,185.96,4
Low Fat,FDE39,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.04,7.89,121.08,4
Low Fat,FDU56,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.04,16.85,185.83,4
Low Fat,NCH55,Household,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.03,16.35,127.40,4
Regular,FDC33,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.07,,197.38,4
Low Fat,NCV54,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.03,,116.81,4
Low Fat,DRH25,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.01,,50.23,4
Low Fat,NCT18,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.06,14.60,181.80,4
Low Fat,NCV06,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.07,11.30,194.45,4
Low Fat,FDH21,Seafood,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03,10.40,160.06,4
Low Fat,FDR26,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04,20.70,175.80,4
Low Fat,FDA14,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.11,,147.18,4
Low Fat,FDN20,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03,19.35,167.05,4
Low Fat,NCN29,Health and Hygiene,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.01,15.20,50.30,4
Low Fat,FDI28,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.03,14.30,78.23,4
Regular,FDA03,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.05,,146.81,4
Regular,FDU10,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.05,10.10,38.28,4
Regular,FDP13,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.13,,41.55,4
Low Fat,NCK06,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.01,5.03,122.68,4
Low Fat,NCY18,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.03,7.29,173.61,4
Low Fat,FDE38,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.04,,164.38,4
Low Fat,FDB59,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02,18.25,199.01,4
Regular,FDO15,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.01,16.75,72.30,4
Low Fat,DRN47,Hard Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,0.03,12.10,178.17,4
Regular,FDB38,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03,19.50,158.99,4
Low Fat,FDT59,Breads,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.02,13.65,230.67,4
Regular,FDG08,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.17,13.15,170.68,4
reg,FDY26,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03,20.60,211.42,4
Low Fat,DRE13,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.03,6.28,87.92,4
Regular,FDE51,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.10,5.93,42.81,4
Regular,FDV56,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.01,16.10,107.76,4
Regular,FDU44,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.06,12.15,164.16,4
Regular,FDU16,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.06,19.25,82.19,4
Low Fat,FDV07,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.03,9.50,110.72,4
Low Fat,FDW01,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.06,,153.47,4
Low Fat,FDG24,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.01,,81.43,4
Low Fat,FDO04,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.03,,53.26,4
Low Fat,DRB25,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.07,12.30,106.39,4
Regular,FDF08,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.07,14.30,89.89,4
Low Fat,DRF03,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.05,19.10,38.81,4
low fat,FDE02,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.12,8.71,93.78,4
Low Fat,FDW49,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.00,19.50,179.30,4
Low Fat,FDR23,Breads,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.00,15.85,174.74,4
Low Fat,NCJ29,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.04,,85.12,4
Regular,FDZ01,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.01,,102.70,4
Low Fat,FDG44,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.10,6.13,54.03,4
Regular,FDA47,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.00,10.50,162.42,4
Low Fat,NCD19,Household,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.00,8.93,55.46,4
LF,FDN12,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.08,,113.15,4
Low Fat,DRP35,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.09,18.85,129.63,4
Regular,FDN23,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.08,6.58,143.54,4
Regular,FDH40,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.08,,79.33,4
Low Fat,FDA21,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.04,13.65,184.49,4
Low Fat,FDA46,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.12,13.60,195.41,4
Low Fat,NCM19,Others,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.05,,112.02,4
Regular,FDQ31,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.00,5.79,87.19,4
Low Fat,FDK55,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0.05,,89.42,4
Low Fat,DRG15,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.08,6.13,59.35,4
Regular,FDT32,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.11,,188.42,4
Low Fat,FDN02,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.07,16.50,208.56,4
Regular,FDJ40,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.05,,108.69,4
low fat,FDU13,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.33,,146.04,4
Regular,FDS27,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.01,10.20,197.51,4
Low Fat,DRM59,Hard Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.01,,153.30,4
Low Fat,NCV30,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.11,20.20,62.05,4
Regular,FDA51,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.16,8.05,112.25,4
Low Fat,NCY41,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.08,16.75,36.85,4
Low Fat,FDM52,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03,15.10,147.41,4
Low Fat,FDS47,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.13,16.75,89.49,4
Regular,FDW27,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.15,5.86,154.13,4
Low Fat,FDD51,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.12,11.15,45.07,4
Low Fat,NCN06,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.12,8.39,162.29,4
Regular,FDR57,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.02,5.68,155.53,4
Low Fat,NCO17,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.07,,121.84,4
Regular,FDJ33,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.09,8.90,125.17,4
Low Fat,FDB15,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.14,10.90,263.06,4
Low Fat,FDZ12,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.00,,144.85,4
Low Fat,NCI31,Others,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.08,20.00,35.02,4
Low Fat,NCV05,Health and Hygiene,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.03,10.10,153.47,4
Low Fat,DRG51,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,0.02,12.10,164.65,4
Low Fat,FDP24,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.08,20.60,119.58,4
Regular,FDN56,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.11,5.46,142.68,4
Low Fat,DRE60,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.16,9.40,224.77,4
Low Fat,FDW49,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.14,,180.60,4
Low Fat,FDM20,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04,10.00,243.81,4
Low Fat,FDK48,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04,7.45,73.34,4
Low Fat,FDX50,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.07,20.10,108.72,4
Low Fat,NCN14,Others,2018,OUT019,Tier 1,Small,Grocery Store,0.16,,184.26,4
Regular,FDV57,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.07,,181.77,4
Regular,FDZ39,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.02,19.70,101.80,4
Regular,FDX27,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.11,20.70,92.74,4
Regular,FDO01,Breakfast,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.02,21.10,128.80,4
Low Fat,FDU25,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.03,12.35,57.02,4
Regular,FDD59,Starchy Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.07,10.50,78.30,4
Low Fat,FDH22,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.14,6.41,128.17,4
Low Fat,FDQ22,Snack Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.03,16.75,39.18,4
Low Fat,FDG57,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.07,14.70,48.20,4
Regular,FDR20,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.03,20.00,46.77,4
Low Fat,FDU22,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.16,,120.21,4
Regular,FDF34,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.01,9.30,200.01,4
Regular,FDJ33,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.09,8.90,123.47,4
Regular,FDS44,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.16,,241.75,4
Regular,FDZ39,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.02,19.70,101.20,4
Low Fat,NCM31,Others,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.08,6.10,143.32,4
LF,FDR48,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.13,11.65,152.30,4
LF,FDY13,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03,12.10,76.67,4
LF,FDA49,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.07,19.70,87.02,4
LF,FDY14,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.07,10.30,264.52,4
LF,FDK52,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.08,18.25,226.01,4
LF,FDV31,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.00,9.80,175.24,4
LF,FDX15,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.16,17.20,162.46,4
LF,NCM26,Others,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02,20.50,154.03,4
LF,FDH33,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.12,12.85,43.54,4
Low Fat,FDT48,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.05,4.92,196.51,4
Low Fat,FDW23,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.08,5.77,37.22,4
Low Fat,FDW24,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04,6.80,49.60,4
Low Fat,FDB60,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03,9.30,193.01,4
Low Fat,FDY36,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.01,12.30,74.84,4
Low Fat,FDH48,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.00,13.50,84.65,4
Low Fat,FDP60,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.06,17.35,99.20,4
Low Fat,FDW48,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.01,18.00,79.36,4
Low Fat,FDR35,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02,12.50,197.27,4
Low Fat,FDV47,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.00,17.10,85.56,4
Low Fat,FDR47,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.09,17.85,196.98,4
Low Fat,FDV35,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.13,19.50,156.43,4
Low Fat,FDO37,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02,8.06,229.73,4
Low Fat,FDV25,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.05,5.91,222.15,4
Low Fat,FDO25,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.13,6.30,207.93,4
Low Fat,FDT49,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.00,7.00,105.63,4
Low Fat,FDS37,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03,7.66,114.35,4
Low Fat,FDW13,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.10,8.50,51.53,4
Low Fat,FDJ50,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02,8.65,50.70,4
Low Fat,FDQ13,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.01,11.10,83.09,4
Low Fat,FDS01,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.00,11.60,178.27,4
Low Fat,FDP25,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02,15.20,216.98,4
Low Fat,FDA13,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.08,15.85,37.85,4
Low Fat,FDX37,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.06,16.20,100.47,4
Low Fat,FDO38,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.07,17.25,76.10,4
Low Fat,FDL26,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.07,18.00,155.10,4
Low Fat,FDG26,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04,18.85,257.83,4
Low Fat,FDA38,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03,5.44,238.75,4
Low Fat,FDB27,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.06,7.58,196.88,4
Low Fat,FDZ27,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02,7.94,51.24,4
Low Fat,FDQ14,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.06,9.27,147.91,4
Low Fat,DRG51,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.01,12.10,165.35,4
Low Fat,FDW50,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.08,13.10,168.42,4
Low Fat,FDZ15,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02,13.10,119.28,4
Low Fat,DRJ51,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.00,14.10,231.97,4
Low Fat,DRG39,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04,14.15,54.30,4
Low Fat,FDC04,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.05,15.60,242.39,4
Low Fat,FDV02,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.06,16.75,173.01,4
Low Fat,FDB52,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03,17.75,257.27,4
Low Fat,FDV38,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.10,19.25,54.60,4
Low Fat,FDK51,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.01,19.85,266.19,4
Low Fat,FDO28,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.07,5.77,122.51,4
Low Fat,FDY52,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.01,6.37,60.15,4
Low Fat,FDQ04,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.08,6.40,39.28,4
Low Fat,FDR04,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02,7.08,98.11,4
Low Fat,FDZ40,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04,8.94,54.93,4
Low Fat,FDJ16,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.12,9.20,58.62,4
Low Fat,FDT28,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.06,13.30,151.67,4
Low Fat,FDB53,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.14,13.35,147.64,4
Low Fat,FDD53,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04,16.20,43.35,4
Low Fat,FDQ52,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.12,17.00,249.74,4
Low Fat,FDJ04,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.12,18.00,117.21,4
Low Fat,FDG44,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.10,6.13,55.03,4
Low Fat,FDO32,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.12,6.36,46.51,4
Low Fat,FDA20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.07,6.78,187.72,4
Low Fat,FDA19,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.06,7.52,129.60,4
Low Fat,FDW56,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.07,7.68,190.92,4
Low Fat,FDZ44,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04,8.19,115.68,4
Low Fat,FDS20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.05,8.85,182.73,4
Low Fat,FDU07,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.06,11.10,149.14,4
Low Fat,FDX08,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02,12.85,179.73,4
Low Fat,FDZ56,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03,16.25,169.95,4
Low Fat,FDY55,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.08,16.75,257.10,4
Low Fat,FDL20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.13,17.10,111.69,4
Low Fat,FDB33,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.01,17.75,158.63,4
Low Fat,FDV55,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.06,17.75,145.64,4
Low Fat,FDA44,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.05,19.70,58.19,4
Low Fat,DRH11,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.08,5.98,53.36,4
Low Fat,DRN11,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.16,7.85,144.64,4
Low Fat,DRK47,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.06,7.91,229.97,4
Low Fat,DRJ11,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.09,9.50,189.29,4
Low Fat,DRO47,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.11,10.20,111.69,4
Low Fat,DRJ59,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02,11.65,38.72,4
Low Fat,DRO59,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.05,11.80,75.40,4
Low Fat,DRO35,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03,13.85,115.05,4
Low Fat,DRI47,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02,14.70,143.51,4
Low Fat,DRI23,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.14,18.85,161.76,4
Low Fat,NCM05,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.06,6.83,262.42,4
Low Fat,NCO05,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.05,7.27,98.44,4
Low Fat,NCI29,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03,8.60,141.22,4
Low Fat,NCB54,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.05,8.76,128.33,4
Low Fat,NCO29,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03,11.15,166.35,4
Low Fat,NCQ05,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02,11.40,150.17,4
Low Fat,NCV29,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02,11.80,176.07,4
Low Fat,NCR53,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.15,12.15,224.04,4
Low Fat,NCN29,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.00,15.20,47.80,4
Low Fat,NCO53,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.00,16.20,182.16,4
